source,target,weight,source_freq,target_freq
Kumamoto Regional Medical Center,Kurashiki Central Hospital,2,2,2
Itami City Hospital,Kumamoto Regional Medical Center,2,2,2
Hyogo Prefectural Amagasaki General Medical Center,Kumamoto Regional Medical Center,2,3,2
Kumamoto Regional Medical Center,Kumamoto Rosai Hospital,2,2,2
Kumamoto Regional Medical Center,Kumamoto University Hospital,2,2,2
Hyogo Medical University,Kumamoto Regional Medical Center,2,2,2
Kumamoto Regional Medical Center,Saiseikai Utsunomiya Hospital,2,2,2
Aichi Cancer Center Hospital,Kumamoto University Hospital,2,2,2
Aichi Cancer Center Hospital,Hyogo Prefectural Amagasaki General Medical Center,2,2,3
Graduate School of Medicine,Kobe City Medical Center General Hospital,2,2,2
Aichi Cancer Center Hospital,Itami City Hospital,2,2,2
Kobe City Medical Center General Hospital,Kurashiki Central Hospital,2,2,2
Itami City Hospital,Kobe City Medical Center General Hospital,2,2,2
Hyogo Prefectural Amagasaki General Medical Center,Kobe City Medical Center General Hospital,2,3,2
Kobe City Medical Center General Hospital,Kumamoto Rosai Hospital,2,2,2
Kobe City Medical Center General Hospital,Kumamoto University Hospital,2,2,2
Hyogo Medical University,Kobe City Medical Center General Hospital,2,2,2
Kobe City Medical Center General Hospital,Saiseikai Utsunomiya Hospital,2,2,2
Aichi Cancer Center Hospital,Kumamoto Regional Medical Center,2,2,2
Aichi Cancer Center Hospital,Osaka City General Hospital,2,2,2
Aichi Cancer Center Hospital,Kumamoto Chuo Hospital,2,2,2
Aichi Cancer Center Hospital,Osaka International Cancer Institute,2,2,2
Aichi Cancer Center Hospital,Wakayama Medical University,2,2,2
Aichi Cancer Center Hospital,Osaka Habikino Medical Center,2,2,2
Aichi Cancer Center Hospital,Graduate School of Medicine,2,2,2
Aichi Cancer Center Hospital,Kurashiki Central Hospital,2,2,2
Hyogo Medical University,Saiseikai Utsunomiya Hospital,2,2,2
