pmid,title,year,journal,authors,institutions,countries,keywords,doi
40582919,Osimertinib as First-Line Treatment for Patients With Advanced EGFR Mutation-Positive Non-Small Cell Lung Cancer in a Real-World Setting: Updated Overall Survival Data (OSI-FACT-OS).,2025,Clinical lung cancer,Sakata Yoshihiko; Saito Go; Sakata Shinya; Yamaguchi Teppei; Tamiya Motohiro; Suzuki Hidekazu; Shibaki Ryota; Okada Asuka; Yokoyama Toshihide; Matsumoto Hirotaka; Otsuki Taiichiro; Sato Yuki; Uchida Junji; Tsukita Yoko; Inaba Megumi; Ikeda Hideki; Arai Daisuke; Maruyama Hirotaka; Hara Satoshi; Tsumura Shinsuke; Morinaga Jun; Sakagami Takuro,Saiseikai Utsunomiya Hospital; Osaka City General Hospital; Kumamoto Chuo Hospital; NHO Osaka Toneyama Medical Center; Hyogo Medical University; Saiseikai Kumamoto Hospital; Kumamoto University Hospital; Kumamoto Rosai Hospital; Kurashiki Central Hospital; Wakayama Medical University; Kobe City Medical Center General Hospital; Kimitsu Chuo Hospital; Hyogo Prefectural Amagasaki General Medical Center; Kumamoto Regional Medical Center; Osaka International Cancer Institute; Itami City Hospital; Graduate School of Medicine; Aichi Cancer Center Hospital; Tohoku University Graduate School of Medicine; Osaka Habikino Medical Center,Japan,"Adverse events; EGFR mutation; Long-term follow-up; Carcinoma, Non-Small-Cell Lung; drug therapy; mortality; genetics; pathology; Lung Neoplasms; ErbB Receptors; Aniline Compounds; therapeutic use; Mutation; Acrylamides; Aged, 80 and over; Survival Rate; Protein Kinase Inhibitors; Antineoplastic Agents; Indoles; Pyrimidines",10.1016/j.cllc.2025.05.015
40555063,Prevalence of osimertinib-induced cardiotoxicity in non-small cell lung cancer patients: a systematic review and meta-analysis.,2025,"Lung cancer (Amsterdam, Netherlands)",Gawli Chandrakant S; Patil Bhatu R; Nagpure Narendra R; Patil Chandrgaouda R; Kumar Anoop; Patel Harun M,Delhi Pharmaceutical Sciences & Research University (DPSRU); R. C. Patel Institute of Pharmaceutical Education and Research,India,"Cardiotoxicity; EGFR; Meta-analysis; NSCLC; Osimertinib; QT prolongation; Tyrosine kinase inhibitor; Carcinoma, Non-Small-Cell Lung; drug therapy; epidemiology; etiology; Lung Neoplasms; Aniline Compounds; adverse effects; therapeutic use; Acrylamides; Prevalence; Protein Kinase Inhibitors; Antineoplastic Agents; ErbB Receptors; genetics; Indoles; Pyrimidines",10.1016/j.lungcan.2025.108629
40552149,"An integrated approach based on FDA adverse event reporting system, network pharmacology, molecular docking, and molecular dynamics simulation analysis to study the cardiac adverse reactions and mechanism of action of osimertinib.",2025,Frontiers in pharmacology,Wang Wenjuan; Liu Hong; Wen Yongqing; Zhang Yanhua; Ma Xu,Peking University Cancer Hospital and Institute,China,adverse event reporting system; cardiac adverse reactions; Molecular docking; molecular dynamics simulations; network pharmacology; Osimertinib,10.3389/fphar.2025.1619517
40413921,Investigation of cardiotoxicity in patients treated with osimertinib: findings from the OSI-FACT study.,2025,"Lung cancer (Amsterdam, Netherlands)",Okada Asuka; Sakata Yoshihiko; Oya Yuko; Sakata Shinya; Yamaguchi Teppei; Tamiya Motohiro; Suzuki Hidekazu; Shibaki Ryota; Yokoyama Toshihide; Matsumoto Hirotaka; Otsuki Taiichiro; Sato Yuki; Uchida Junji; Saito Go; Tsukita Yoko; Inaba Megumi; Ikeda Hideki; Arai Daisuke; Maruyama Hirotaka; Hara Satoshi; Tsumura Shinsuke; Sakagami Takuro,Kobe City Medical Center General Hospital; Saiseikai Kumamoto Hospital; Wakayama Medical University; Fujita Health University; Kumamoto Regional Medical Center; Kurashiki Central Hospital; Hyogo Prefectural Amagasaki General Medical Center; Itami City Hospital; Graduate School of Medicine; Osaka Habikino Medical Center; Hyogo Medical University; Saiseikai Utsunomiya Hospital; Aichi Cancer Center Hospital; Kumamoto Chuo Hospital; Osaka International Cancer Institute; Tohoku University Graduate School of Medicine; Kumamoto University Hospital; Kumamoto Rosai Hospital; National Hospital Organization Osaka Toneyama Medical Center; Osaka City General Hospital,Japan,"Cardiac dysfunction; Cardiotoxicity; EGFR mutation; Non-small-cell lung cancer; Osimertinib; QT prolongation; Real-world; Acrylamides; adverse effects; therapeutic use; etiology; diagnosis; epidemiology; Aniline Compounds; Carcinoma, Non-Small-Cell Lung; drug therapy; pathology; Lung Neoplasms; Mutation; Aged, 80 and over; ErbB Receptors; genetics; Antineoplastic Agents; Electrocardiography; Protein Kinase Inhibitors; Long QT Syndrome; chemically induced; Indoles; Pyrimidines",10.1016/j.lungcan.2025.108589
40343685,Impact of Proton Pump Inhibitors on Osimertinib-Induced Cardiotoxicity in NSCLC Patients.,2025,Cardiovascular toxicology,Wang Haitao; Ma Sinan; Huang Weijia; Chen Keyu; Xie Jiao; Wang Na; Li Youjia; Yang Qianting; Yang Xin; Wang Yan,The Second Affiliated Hospital of Xi'an Jiaotong University,China,"Cardiotoxicity; Non–small cell lung cancer; Osimertinib; PPIs; Carcinoma, Non-Small-Cell Lung; drug therapy; pathology; Acrylamides; adverse effects; Aniline Compounds; Lung Neoplasms; Proton Pump Inhibitors; therapeutic use; Risk Assessment; Protein Kinase Inhibitors; Antineoplastic Agents; Heart Diseases; chemically induced; diagnosis; epidemiology; Drug Interactions; Adverse Drug Reaction Reporting Systems; Pharmacovigilance; Indoles; Pyrimidines",10.1007/s12012-025-10012-8
40272201,Identification of anticancer drugs associated to cancer therapy-related cardiac dysfunction: a VigiBase® disproportionality analysis.,2025,European heart journal. Cardiovascular pharmacotherapy,Legallois Damien; Da Silva Angélique; Alexandre Joachim; Milliez Paul; Sabatier Rémi; Blanchart Katrien; Plane Anne-Flore; Font Jonaz; Chrétien Basile; Dolladille Charles,Caen-Normandy University Hospital; Nagoya University Hospital,France; Japan,"heart failure; anticancer drugs; cancer therapy-related cardiac dysfunction; pharmacovigilance database; Cardiotoxicity; Antineoplastic Agents; adverse effects; Heart Diseases; chemically induced; diagnosis; mortality; epidemiology; physiopathology; Neoplasms; drug therapy; Risk Assessment; Databases, Factual; Pharmacovigilance; Adverse Drug Reaction Reporting Systems",10.1093/ehjcvp/pvaf027
40135231,Adverse event profiles of EGFR-TKI: network meta-analysis and disproportionality analysis of the FAERS database.,2025,Frontiers in pharmacology,Shi Jing; Liu Xinya; Gao Mengjiao; Yu Jian; Chai Ting; Jiang Yun; Li Jiawei; Zhang Yuanming; Wu Li,Xinjiang Cardiovascular and Cerebrovascular Hospital; The Fifth Affiliated Hospital of Xinjiang Medical University; Xinjiang Medical University; Affiliated Cancer Hospital of Xinjiang Medical University,China,EGFR; FAERS database; disproportionality analysis; epidermal growth factor receptor; network meta-analysis; pharmacovigilance analysis; real-world study,10.3389/fphar.2025.1519849
40124926,Clinical Impact of Osimertinib Dose Reduction in the First-Line Setting on EGFR Mutation-Positive Non-Small Cell Lung Cancer: A Retrospective Monocentric Study.,2025,OncoTargets and therapy,Iso Hirokazu; Yomota Makiko; Shirakura Yukari; Yoshinaga Tadatsugu; Kawai Shoko; Narita Kosuke; Seike Masahiro; Hosomi Yukio,Tokyo Metropolitan Cancer and Infectious Diseases Center; Graduate School of Medicine,Japan,EGFR; dose reduction; lung cancer; Osimertinib,10.2147/OTT.S494112
40123978,"Rapamycin combined with osimertinib alleviated non-small cell lung cancer by regulating the PARP, Akt/mTOR, and MAPK/ERK signaling pathways.",2025,Frontiers in molecular biosciences,Ma Qingrong; Chen Kai; Xiao Haiping,The First Affiliated Hospital of Guangdong Pharmaceutical University,China,Akt/mTOR signaling pathway; MAPK/ERK signaling pathway; PARP signaling pathway; non-small cell lung cancer; Osimertinib; rapamycin,10.3389/fmolb.2025.1548810
40095892,Real-World Data on Osimertinib-Associated Cardiac Toxicity.,2025,Journal of clinical medicine,Agbarya Abed; Raphael Ari; Gantz Sorotsky Hadas; Rottenberg Yakir; Šebek Viktor; Radonjic Dejan; Yakobson Alexander; Arnon Johnathan; Shalata Walid,Davidoff Cancer Centre; Bnai Zion Medical Centre; Palacky University Olomouc; Ben Gurion University of the Negev; Hadassah Hebrew University Medical Center; Tel Aviv University; Larry Norton Institute; Institute of Oncology,Israel; Czech Republic,EGFR mutations; cardiac toxicity; non-small cell lung cancer; Osimertinib; real-world data,10.3390/jcm14051754
40056874,Osimertinib long-term tolerability in patients with EGFRm NSCLC enrolled in the AURA program or FLAURA study.,2025,"Lung cancer (Amsterdam, Netherlands)",Garassino Marina Chiara; He Yong; Ahn Myung-Ju; Orlov Sergey V; Potter Vanessa; Kato Terufumi; Laskin Janessa; Voon Pei Jye; Reungwetwattana Thanyanan; Ramalingam Suresh S; Wu Yi-Long; Albayaty Muna; Cross Sarah L; Huang Xiangning; Kulkarni Dakshayini; Cho Byoung Chul,Samsung Medical Center; Emory University School of Medicine; AstraZeneca; Pavlov First State Medical University of St Petersburg; Kanagawa Cancer Center; University Hospitals Coventry and Warwickshire; Guangdong Lung Cancer Institute; Hospital Umum Sarawak; University of Chicago Medicine & Biological Sciences; Yonsei Cancer Center; Faculty of Medicine Ramathibodi Hospital; Daping Hospital,South Korea; United States; United Kingdom; Russia; Japan; China; Malaysia; Thailand; Canada,"Long-term; NSCLC; Osimertinib; Tolerability; Aniline Compounds; therapeutic use; adverse effects; Acrylamides; Carcinoma, Non-Small-Cell Lung; drug therapy; genetics; pathology; mortality; Lung Neoplasms; ErbB Receptors; Mutation; Aged, 80 and over; Protein Kinase Inhibitors; Antineoplastic Agents; Indoles; Pyrimidines",10.1016/j.lungcan.2025.108417
40049769,Accurate Risk Factors of Cardiotoxicity in Patients With NSCLC Treated With Osimertinib.,2025,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer,Wu Lei; Liu Ning; Sun Meili,Central Hospital Affiliated to Shandong First Medical University,China,,10.1016/j.jtho.2024.11.028
39914915,Osimertinib and Cardiotoxicity: A Topic to Keep Addressing.,2025,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer,Li Shenduo; Manochakian Rami; Zhao Yujie; Lou Yanyan,Mayo Clinic,,,10.1016/j.jtho.2024.11.026
39859270,Matters of the Heart: Cardiotoxicity Related to Target Therapy in Oncogene-Addicted Non-Small Cell Lung Cancer.,2025,International journal of molecular sciences,Torresan Sara; Bortolot Martina; De Carlo Elisa; Bertoli Elisa; Stanzione Brigida; Del Conte Alessandro; Spina Michele; Bearz Alessandra,University of Udine,Italy,"NSCLC; cardioncology; Cardiotoxicity; Osimertinib; targeted therapy; Carcinoma, Non-Small-Cell Lung; drug therapy; genetics; Lung Neoplasms; etiology; Molecular Targeted Therapy; adverse effects; Protein Kinase Inhibitors; therapeutic use; Antineoplastic Agents; Oncogenes",10.3390/ijms26020554
39858093,Cancer Therapy-Induced Cardiotoxicity: Results of the Analysis of the UK DEFINE Database.,2025,Cancers,Chan Stefanie Ho Yi; Fitzpatrick Raymond W; Layton Deborah; Webley Sherael; Salek Sam,University of Hertfordshire; UCL School of Pharmacy; Keele University,United Kingdom,Cardiotoxicity; cardiovascular adverse events; non-small cell lung cancer; non-small cell lung cancer treatments; Pharmacoepidemiology,10.3390/cancers17020311
39811212,Pulmonary Arterial Hypertension in a Patient With a Lung Mass: Any Link?,2024,Cureus,Alharbi Abdullah M; Alqarni Mohammed S; Alkahtani Abdulkareem A; Alghamdi Bader,National Guard Hospital; King Saud Bin Abdulaziz University for Health Sciences; King Abdullah International Medical Research Center,,chronic thromboembolic pulmonary hypertension (cteph); cteph; EGFR mutation; granulomatous disease; Osimertinib; pulmonary embolism; pulmonary hypertension,10.7759/cureus.75729
39759665,Concurrent Onset of Osimertinib-Induced Heart Failure and Metronidazole-Induced Encephalopathy During Brain Abscess Treatment: A Report of a Rare Case.,2024,Cureus,Mikami Emi; Hashimoto Kosuke; Kaira Kyoichi; Mouri Atsuto; Miura Yu; Shiono Ayako; Yamaguchi Ou; Imai Hisao; Kagamu Hiroshi,Saitama Medical University International Medical Center; Clinical Training Center,,encephalopathy; heart failure; metronidazole; Osimertinib; weight loss,10.7759/cureus.75079
39756913,[Cardiotoxicity risk assessment of anticancer drugs by focusing on mitochondrial quality of human iPS cell-derived cardiomyocytes].,2025,Nihon yakurigaku zasshi. Folia pharmacologica Japonica,Kato Yuri; Nakamura Yuya; Kondo Moe; Kanda Yasunari; Nishida Motohiro,Kyushu University; National Institute of Health Sciences; National Institute for Physiological Sciences,,"Myocytes, Cardiac; drug effects; metabolism; Induced Pluripotent Stem Cells; Antineoplastic Agents; pharmacology; adverse effects; Cardiotoxicity; etiology; Mitochondria; Risk Assessment; Mitochondria, Heart",10.1254/fpj.24056
39741660,Cardiac events and dynamic echocardiographic and electrocardiogram changes following osimertinib treatment in lung cancer.,2024,Frontiers in cardiovascular medicine,Le Jonathan N; Gasho Jordan O; Peony Olivia; Singh Asneh; Silos Katrina D; Kim Sungjin; Nguyen Anthony T; Kamrava Mitchell; Mirhadi Amin; Hakimian Behrooz; Reckamp Karen L; Sankar Kamya; Mak Raymond H; Nikolova Andriana P; Atkins Katelyn M,Cedar-Sinai Medical Center; Brigham and Women's Hospital/Dana-Farber Cancer Institute; Cedars-Sinai Medical Center; Biostatistics Research Center; Smidt Heart Institute,United States,EGFR; cardiac toxicity; echocardiogram; lung cancer; Osimertinib,10.3389/fcvm.2024.1485033
39704259,Targeted therapy‑associated cardiotoxicity in patients with stage‑IV lung cancer with or without cardiac comorbidities.,2025,Oncology reports,Peng Yanmei; Li Dong; Wampfler Jason A; Luo Yung-Hung; Kumar Ashok V; Gu Zhong; Kosuru Nikhila; Yu Nathan Y; Wang Zhichao; Leventakos Konstantinos; Ernani Vinicius; Yang Ping,Dongfang Hospital; Taipei Veterans General Hospital; Affiliated Hospital of Nanjing University of Chinese Medicine; Mayo Clinic; Fangshan Hospital Beijing University of Chinese Medicine,China; Taiwan; United States,"cardiac comorbidity; Cardiotoxicity; lung cancer; survival; targeted therapy; Carcinoma, Non-Small-Cell Lung; drug therapy; Lung Neoplasms; etiology; epidemiology; Comorbidity; Molecular Targeted Therapy; adverse effects; Neoplasm Staging; Aged, 80 and over; Protein Kinase Inhibitors; therapeutic use; Antineoplastic Agents; Acrylamides; Heart Diseases; chemically induced; Aniline Compounds; ErbB Receptors; antagonists & inhibitors; Indoles; Pyrimidines",10.3892/or.2024.8858
39691329,SGLT2 Inhibitor for Cardiac Protection in a Patient With Osimertinib-Responsive Advanced EGFR-Positive Lung Cancer.,2024,JACC. Case reports,Belamkar Aditya V; Mounayar Marwan; Clasen Suparna C,Indiana University School of Medicine; Indiana University Health Ball Memorial Hospital Cancer Center,United States,SGLT2 inhibitor; cardiomyopathy; heart failure; Osimertinib,10.1016/j.jaccas.2024.102829
39636639,Cardiac Events and Survival in Patients With EGFR-Mutant Non-Small Cell Lung Cancer Treated With Osimertinib.,2024,JAMA network open,Lin Chien-Yu; Chang Wei-Ting; Su Po-Lan; Kuo Chin-Wei; Yang Jen; Lin Chien-Chung; Lin Sheng-Hsiang,National Cheng Kung University; Chi-Mei Medical Center; Tainan Hospital; Southern Taiwan University of Science and Technology; National Cheng Kung University Hospital; College of Engineering; Biostatistics Consulting Center,Taiwan,"Carcinoma, Non-Small-Cell Lung; drug therapy; genetics; mortality; Aniline Compounds; therapeutic use; adverse effects; Acrylamides; Lung Neoplasms; ErbB Receptors; Antineoplastic Agents; Protein Kinase Inhibitors; Mutation; Taiwan; epidemiology; Indoles; Pyrimidines",10.1001/jamanetworkopen.2024.48364
39560891,Aberrant expression of MRAS and HEG1 as the biomarkers for osimertinib resistance in LUAD.,2024,Discover oncology,Liu Mingxin; Tang Bo; Xiang Run; Hu Peihong; Xu Chuan; Hu Lanlin; Li Qiang,Yue Pathology Scientific Research Center; Sichuan Academy of Medical Science and Sichuan Provincial People's Hospital; Sichuan Clinical Research Center for Cancer; Sichuan University; Jinfeng Laboratory,China,Biomarker; Heart of glass 1 or EF-like domains 1 (HEG1); Lung adenocarcinoma (LUAD); Muscle RAS (MRAS); Osimertinib resistance,10.1007/s12672-024-01552-6
39461730,Cardiovascular events in EGFR-mutation non-small-cell lung cancer patients on osimertinib.,2025,European journal of hospital pharmacy : science and practice,Mensah Samuel Akaakole; Ahmad Syed; Alruwaili Waleed; Raval Rutu; Gonuguntla Karthik; Patel Brijesh,West Virginia University; Heart and Vascular Institute,United States,"Atrial Fibrillation; Chemotherapy; Drug-Related Side Effects and Adverse Reactions; heart failure; Hypertension; Carcinoma, Non-Small-Cell Lung; drug therapy; genetics; Aniline Compounds; adverse effects; Acrylamides; Lung Neoplasms; ErbB Receptors; antagonists & inhibitors; Mutation; Aged, 80 and over; Antineoplastic Agents; Cardiotoxicity; epidemiology; diagnosis; Cardiovascular Diseases; chemically induced; Indoles; Pyrimidines",10.1136/ejhpharm-2024-004319
39395664,The Risk and Reversibility of Osimertinib-Related Cardiotoxicity in a Real-World Population.,2025,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer,Bak Minjung; Park Hyukjin; Lee Se-Hoon; Lee Nuri; Ahn Myung-Ju; Ahn Jin Seok; Jung Hyun Ae; Park Sehhoon; Cho Jinhyun; Kim Jihoon; Park Sung-Ji; Chang Sung-A; Lee Sang-Chol; Park Seung Woo; Kim Eun Kyoung,Heart Vascular Stroke Institute; Inha University Hospital; Samsung Medical Center; Chonnam National University Hwasun Hospital,South Korea,"Cardiotoxicity; EGFR-mutated NSCLC; Global longitudinal strain; Osimertinib; Aged, 80 and over; Acrylamides; administration & dosage; adverse effects; Aniline Compounds; Carcinoma, Non-Small-Cell Lung; drug therapy; secondary; epidemiology; etiology; pathology; Incidence; Lung Neoplasms; Tyrosine Kinase Inhibitors; Indoles; Pyrimidines",10.1016/j.jtho.2024.10.003
39267801,Recurrent ventricular arrhythmias and heart failure induced by osimertinib- a case report.,2024,Frontiers in cardiovascular medicine,Luo Jiangying; Zhou Boda; Yang Jing; Qian Hao; Zhao Yutong; She Fei; Liu Fang; Zhang Ping,Beijing Tsinghua Changgung Hospital,China,QT interval; T wave alternans; Torsade de Pointes; Case report; heart failure; isoproterenol; Osimertinib,10.3389/fcvm.2024.1423647
39238633,Disproportionality Analysis of Osimertinib-related Adverse Events in Elderly Patients Using the Japanese Pharmacovigilance Database.,2024,Cancer diagnosis & prognosis,Omoto Takashi; Asaka Junichi; Kudo Kenzo,Iwate Medical University Hospital; Iwate Medical University,Japan,Japanese Adverse Drug Event Report database; Osimertinib; cardiomyopathy; disproportionality analysis; elderly,10.21873/cdp.10374
39179336,Inorganic sulfides prevent osimertinib-induced mitochondrial dysfunction in human iPS cell-derived cardiomyocytes.,2024,Journal of pharmacological sciences,Kondo Moe; Nakamura Yuya; Kato Yuri; Nishimura Akiyuki; Fukata Mitsuhiro; Moriyama Shohei; Ito Tomoya; Umezawa Keitaro; Urano Yasuteru; Akaike Takaaki; Akashi Koichi; Kanda Yasunari; Nishida Motohiro,Graduate School of Pharmaceutical Sciences; Graduate School of Medical Sciences; Tokyo Metropolitan Institute for Geriatrics and Gerontology; National Institute for Physiological Sciences; National Institute of Health Sciences (NIHS); Tohoku University; The University of Tokyo; Kyushu University Hospital,Japan,"heart failure; Mitochondria; Onco-cardiology; Osimertinib; Supersulfide; Acrylamides; pharmacology; Myocytes, Cardiac; drug effects; metabolism; Aniline Compounds; Induced Pluripotent Stem Cells; Antineoplastic Agents; adverse effects; Doxorubicin; Sulfides; Cardiotoxicity; prevention & control; etiology; Cells, Cultured; Mitochondrial Dynamics; Sulfur; Indoles; Pyrimidines",10.1016/j.jphs.2024.07.007
39167622,A Phase 1 First-in-Human Study of the MCL-1 Inhibitor AZD5991 in Patients with Relapsed/Refractory Hematologic Malignancies.,2024,Clinical cancer research : an official journal of the American Association for Cancer Research,Desai Pinkal; Lonial Sagar; Cashen Amanda; Kamdar Manali; Flinn Ian; O'Brien Susan; Garcia Jacqueline S; Korde Neha; Moslehi Javid; Wey Margaret; Cheung Patricia; Sharma Shringi; Olabode Damilola; Chen Hong; Ali Syed Firasath; Liu Mary; Saeh Jamal; Andrade-Campos Marcio; Kadia Tapan M; Blachly James S,Ohio State University Comprehensive Cancer Center; University of Colorado Medicine; Emory Winship Cancer Institute; MD Anderson Cancer Center; University of California San Francisco; AstraZeneca; Memorial Sloan Kettering Cancer Center; Farber Cancer Institute; Washington University School of Medicine,United Kingdom,"Hematologic Neoplasms; drug therapy; Aged, 80 and over; Myeloid Cell Leukemia Sequence 1 Protein; antagonists & inhibitors; Maximum Tolerated Dose; Bridged Bicyclo Compounds, Heterocyclic; administration & dosage; adverse effects; therapeutic use; pharmacokinetics; Neoplasm Recurrence, Local; Antineoplastic Combined Chemotherapy Protocols; Sulfonamides; Drug Resistance, Neoplasm; drug effects; Leukemia, Myeloid, Acute; Myelodysplastic Syndromes; Acrylamides; Aniline Compounds; Indoles; Pyrimidines",10.1158/1078-0432.CCR-24-0028
39160062,Exposure-response modelling of osimertinib in patients with non-small cell lung cancer.,2024,British journal of clinical pharmacology,Johnson Martin; Lin Yu-Wei; Schmidt Henning; Sunnaker Mikael; Van Maanen Eline; Huang Xiangning; Rukazenkov Yuri; Tomkinson Helen; Vishwanathan Karthick,AstraZeneca; IntiQuan GmbH,United States; Switzerland; United Kingdom,"anticancer drugs; lung cancer; modelling and simulation; pharmacokinetic‐pharmacodynamic; population analysis; Acrylamides; adverse effects; administration & dosage; pharmacokinetics; Carcinoma, Non-Small-Cell Lung; drug therapy; genetics; Aniline Compounds; therapeutic use; Lung Neoplasms; Protein Kinase Inhibitors; ErbB Receptors; antagonists & inhibitors; Antineoplastic Agents; Models, Biological; Area Under Curve; Aged, 80 and over; Piperazines; Dose-Response Relationship, Drug; Lung Diseases, Interstitial; chemically induced; Indoles; Pyrimidines",10.1111/bcp.16199
39104513,Takotsubo syndrome in a cancer patient treated with a combination of anti-cancer drugs including immune checkpoint inhibitors: a case report.,2024,European heart journal. Case reports,Yamada Keita; Ida-Ichikawa Mizuki; Fujimoto Naoki; Ishida Masaki; Dohi Kaoru,Mie University Graduate School of Medicine,Japan,Cancer therapy; cardio-oncology; Case report; Endomyocardial biopsy; immune checkpoint inhibitors; Takotsubo syndrome,10.1093/ehjcr/ytae355
39091578,Synchronous Double Primary Lung Adenocarcinomas With EGFR L858R Point Mutation and MET Exon 14 Skipping Mutation.,2024,Journal of medical cases,Ando Seijitsu; Futami Shinji; Azuma Koji; Nishimatsu Kanako; Shirasaka Takuma; Minami Seigo,AIDS Medical Center; NHO Osaka National Hospital,Japan,Adenocarcinoma; Capmatinib; EGFR L858R point mutation; MET exon 14 skipping mutation; Multiple primary lung cancers; Osimertinib; Synchronous double primary lung cancers,10.14740/jmc4210
39089305,"Tepotinib plus osimertinib in patients with EGFR-mutated non-small-cell lung cancer with MET amplification following progression on first-line osimertinib (INSIGHT 2): a multicentre, open-label, phase 2 trial.",2024,The Lancet. Oncology,Wu Yi-Long; Guarneri Valentina; Voon Pei Jye; Lim Boon Khaw; Yang Jin-Ji; Wislez Marie; Huang Cheng; Liam Chong Kin; Mazieres Julien; Tho Lye Mun; Hayashi Hidetoshi; Nhung Nguyen Viet; Chia Puey Ling; de Marinis Filippo; Raskin Jo; Zhou Qinghua; Finocchiaro Giovanna; Le Anh Tuan; Wang Jialei; Dooms Christophe; Kato Terufumi; Nadal Ernest; Hin How Soon; Smit Egbert F; Wermke Martin; Tan Daniel; Morise Masahiro; O'Brate Aurora; Adrian Svenja; Pfeiffer Boris M; Stroh Christopher; Juraeva Dilafruz; Strotmann Rainer; Goteti Kosalaram; Berghoff Karin; Ellers-Lenz Barbara; Karachaliou Niki; Le Xiuning; Kim Tae Min,Cho Ray Hospital; Kindai University Faculty of Medicine; European Institute of Oncology; University of Padova; Catalan Institute of Oncology IDIBELL; Development Institute; Fudan University Shanghai Cancer Center; National Cancer Centre Singapore; Antwerp University Hospital (UZA); Hospital Umum Sarawak; Guangdong Lung Cancer Institute; Nagoya University Graduate School of Medicine; National Lung Hospital; Sunway Medical Centre; Pantai Hospital Kuala Lumpur; Seoul National University Hospital; Hospital Tengku Ampuan Afzan; University Hospitals Leuven; University of Malaya; Fujian Cancer Hospital; Lung Cancer Center; Netherlands Cancer Institute; The University of Texas MD Anderson Cancer Center; Kanagawa Cancer Center; IRCCS Humanitas Research Hospital; Tan Tock Seng Hospital,Germany; France; Japan; Italy; Spain; United States; China; Singapore; Belgium; Malaysia; South Korea; Netherlands,"Acrylamides; therapeutic use; Carcinoma, Non-Small-Cell Lung; drug therapy; genetics; pathology; Proto-Oncogene Proteins c-met; Lung Neoplasms; ErbB Receptors; antagonists & inhibitors; Aniline Compounds; adverse effects; Mutation; Antineoplastic Combined Chemotherapy Protocols; Gene Amplification; Pyrimidines; administration & dosage; Disease Progression; Aged, 80 and over; Indoles; Piperidines; Pyridazines",10.1016/S1470-2045(24)00270-5
39070151,Risk factors of osimertinib-related cardiotoxicity in non-small cell lung cancer.,2024,Frontiers in oncology,Wang Yunlong; Deng Xuan; Qiu Qinggui; Wan Mengchao,Jiangxi Provincial People's Hospital,China,EGFR-TKIs; Cardiotoxicity; non-small cell lung cancer; Osimertinib; risk factor,10.3389/fonc.2024.1431023
39015633,Incidentally Discovered Endocarditis Leading to the Diagnosis of an Epidermal Growth Factor Receptor Mutant Metastatic Pulmonary Malignancy of Occult Primary Tumor.,2024,Case reports in oncology,Guzik Gregory L; Li Joy W; Wiener Joshua B; Bruno Debora S,University Hospitals Cleveland Medical Center; Seidman Cancer Center,United States,Adenocarcinoma; Endocarditis; Epidermal growth factor receptor mutant; lung cancer; Non-bacterial thrombotic endocarditis,10.1159/000539454
38993094,Factors Associated with Postoperative Recurrence in Stage I to IIIA Non-Small Cell Lung Cancer with Epidermal Growth Factor Receptor Mutation: Analysis of Korean National Population Data.,2025,Cancer research and treatment,Kim Kyu Yean; Kim Ho Cheol; Kim Tae Jung; Kim Hong Kwan; Moon Mi Hyung; Beck Kyongmin Sarah; Suh Yang Gun; Song Chang Hoon; Ahn Jin Seok; Lee Jeong Eun; Jeon Jae Hyun; Jung Chi Young; Cho Jeong Su; Choi Yoo Duk; Hwang Seung Sik; Choi Chang Min; Jang Seung Hun; Lim Jeong Uk,Yeouido St. Mary's hospital; Pusan National University Hospital; Samsung Medical Center; Seoul St. Mary's Hospital; Seoul National University Bundang Hospital; Uijeongbu St. Mary's Hospital; Chonnam National University Medical School; Chungnam National University College of Medicine; Asan Medical Center; Proton Therapy Center; Yeouido St. Mary's Hospital; Daegu Catholic University Medical Center; Hallym University Sacred Heart Hospital; Graduate School of Public Healthy,South Korea,"ErbB Receptors; Non-small-cell lung carcinoma; Recurrence; Carcinoma, Non-Small-Cell Lung; genetics; pathology; surgery; epidemiology; Lung Neoplasms; Republic of Korea; Mutation; Neoplasm Recurrence, Local; Neoplasm Staging; Aged, 80 and over; Registries",10.4143/crt.2024.073
